Part Number,Vendor,Vendor P/N,Package,Quantity On Hand,Price Each (qty 25),Description,Symbol Name,Symbol Library,Footprint Library,Family,Comments,Alternate vendor,Alternate P/N,Alternate Vendor,Alternate P/N,Datasheet
J-1008-27.000M,AVX,CX3225SB27000D0FFFCC,OSC-3.2x2.5,5,$0.76,"Crystal, 27.000 MHz 3.2mmx2.5mm SMT 8pF 15ppm",CRYSTAL-3.2x2.5-15ppm,asp_oscillator,asp_oscillator,CRYSTAL-3.2x2.5-15ppm,,,,,,
J-1009-24.576M,Silicon Labs,571PFC000148DG,OSC-Si57x,2,$10.00,"VCXO, 24.576 MHz startup, I2C prog.",Si571,asp_oscillator,asp_oscilllator,,,,,,,
J-1010-49.152M,Taitien,"OXEUDLJANF-49.152000
",OSC-3.2x2.5,,$2.21,"Oscillator, 49.1520 MHz, 3.2x2.5mm 3.3V very low jitter",OSC-3.2x2.5,asp_oscillator,asp_oscillator,OSC-3.2x2.5,,,,,,
K-1000-10k,Panasonic,EVU-F2MFL3D14,POT_EVUF,,$1.13,"Potentiometer, 10k rotary vertical audio taper 9mm",POT_9MM_VERT,asp_passive,asp_passive,,NRND,,,,,
K-1001-2.5k,TT Electronics,P160KN-0FC18C2K5,POT_P160,10,$0.70,"Potentiometer, 2.5k rotary reverse audio taper 16mm",POT_P160,asp_passive,asp_passive,,,,,,,
K-1002-250k,Vishay,T73YE254KT20,Trimpot_Vishay_T73YP_Vertical,0,$1.00,"Trimpot, 250k top-adjust 10%",TRIMPOT_T73YP,asp_passive,asp_passive,,Vishay,,,,,
K-1003-10k,Bourns,PTT111-4420A-B103,PTx111-4,,$1.30,"Potentiometer, 10k rotary vertical linear taper 12mm with center tap",POT_PTT111,asp_passive,asp_passive,,,,,,,
K-1004-10k,Bourns,PTV111-4420A-B103,PTx111-4,,$1.02,"Potentiometer, 10k rotary vertical linear taper 12mm",POT_PTV111,asp_passive,asp_passive,,,,,,,
K-1005-10k,Bourns,PTD902-2020K-A103,PTD902-xx20K,,$1.75,"Potentiometer, 10k dual rotary vertical audio taper 9mm knurled 20 mm shaft",POT_PTD902-20,asp_passive,asp_passive,,,,,,,
K-1006-10k,Bourns,PTD902-2015K-A103,PTD902-xx15K,,$1.75,"Potentiometer, 10k dual rotary vertical audio taper 9mm knurled 15 mm shaft",POT_PTD902-15,asp_passive,asp_passive,,,,,,,
K-1007-10k,Bourns,PTD901-2015K-B103,PTD901-xx15K,,$1.75,"Potentiometer, 10k single rotary vertical linear taper 9mm knurled 15 mm shaft",POT_PTD901-15,asp_passive,asp_passive,,,,,,,
K-1008-10k,Bourns,PTV09A-4025F-B103,PTV09A-4x25F,,$0.62,"Potentiometer, 10k single rotary Horizontal linear taper 9mm flat 25 mm shaft",POT_PTV09-25,asp_passive,asp_passive,,,,,,,
K-1009-10k,Bourns,PTV09A-4225F-B103,PTV09A-4x25F,,$0.62,"Potentiometer, 10k single rotary Horz linear taper 9mm flat 25 mm shaft center detent",POT_PTV09-25D,asp_passive,asp_passive,,,,,,,
K-1010-10k,Bourns,PTV09A-4020F-B103,PTV09A-4x20F,12,$0.62,"Potentiometer, 10k single rotary Horizontal linear taper 9mm flat 20 mm shaft",POT_PTV09-20,asp_passive,asp_passive,,,,,,,
K-1011-10k,Bourns,PTV09A-4220F-B103,PTV09A-4x20F,6,$0.62,"Potentiometer, 10k single rotary Horz linear taper 9mm flat 20 mm shaft center detent",POT_PTV09-20D,asp_passive,asp_passive,,,,,,,
L-1000-8,Molex,702460801,HDR-2X4-V,,$0.90,"Header, 0.1” THT 2X5 shrouded ",CON-HDR-2X4-V,asp_connector,asp_connector,,,,,,,
L-1000-10,TC Connect,5103308-1,HDR-2X5-V,4,$0.65,"Header, 0.1” THT 2X5 shrouded ",CON-HDR-2X5-V,asp_connector,asp_connector,,,,,,,
L-1000-14,TC Connect,5103308-2,HDR-2X7-V,10,$1.10,"Header, 0.1” THT 2X7 shrouded",CON-HDR-2X7-V,asp_connector,asp_connector,,,,,,,
L-1000-16,TC Connect,5103308-3,HDR-2X8-V,2,$1.00,"Header, 0.1” THT 2X8 shrouded",CON-HDR-2X8-V,asp_connector,asp_connector,,"Standard header pitch is 0.1”, others will be indicated in the symbol name",,,,,
L-1000-20,TC Connect,5103308-5,HDR-2X10-V,,$1.24,"Header, 0.1” THT 2X10 shrouded",CON-HDR-2X10-V,asp_connector,asp_connector,,,,,,,
L-1000-34,TC Connect,5103308-7,HDR-2X17-V,,$2.34,"Header, 0.1” THT 2X17 shrouded",CON-HDR-2X17-V,asp_connector,asp_connector,,,,,,,
L-1001-14,Molex,87832-1420,HDR-2X7-VS-2mm,,$1.02,"Header, 2mm SMD 2X7 shrouded",CON-HDR-2X7-VS-2mm,asp_connector,asp_connector,,Any xx in 87832-14xx is OK. xx is packaging and plating options,,,,,
L-1001-16,Molex,87832-1616,HDR-2X8-VS-2mm,,$1.15,"Header, 2mm SMD 2X8 shrouded",CON-HDR-2X8-VS-2mm,asp_connector,asp_connector,,Any xx in 87832-14xx is OK. xx is packaging and plating options,,,,,
L-1001-20,Molex,87832-2023,HDR-2X10-VS-2mm,,$1.20,"Header, 2mm SMD 2X10 shrouded",CON-HDR-2X10-VS-2mm,asp_connector,asp_connector,,Any xx in 87832-14xx is OK. xx is packaging and plating options,,,,,
L-1002-16,3M,961116-5604-AR,HDR-1X16-RA,7,$0.57,"Header, 0.1” THT 1X16 right angle",CON-HDR-1X16-RA,asp_connector,asp_connector,,,,,,,
L-1003-8,Molex,90130-3108,CGRID-2X4-RA,9,$0.98,"Header, 0.1” THT 2X4 RA CGRID III",CON-HDR-CG-2X4-RA,asp_connector,asp_connector,,"Molex CGRID III, use with L-1004-8",,,,,
L-1003-16,Molex,90130-3116,CGRID-2X8-RA,19,$1.70,"Header, 0.1” THT 2X8 RA CGRID III",CON-HDR-CG-2X8-RA,asp_connector,asp_connector,,"Molex CGRID III, use with L-1004-16",,,,,
L-1004-8,Molex,90142-0008,(n/a),16,$0.83,"Wire housing, 0.1” 2X4 CGRID III",CON,asp_bom,asp_bom,,mates with L-1003-8,,,,,
L-1004-16,Molex,90142-0016,(n/a),30,$0.83,"Wire housing, 0.1” 2X8 CGRID III",CON,asp_bom,asp_bom,,mates with L-1003-16,,,,,
L-1005-4,Molex,90136-2104,CGRID-1X4-RA,15,$1.00,"Header, 0.1” THT 1X4 RA CGRID III",CON-HDR-CG-1X4-RA,asp_connector,asp_connector,,"Molex CGRID III, use with L-1006-4",,,,,
L-1006-4,Molex,90156-0144,(n/a),50,$0.30,"Wire housing, 0.1” 1X4 CGRID III",CON,asp_bom,asp_bom,,mates with L-1005-4,,,,,
L-1007-10,3M,89110-0111,(n/a),3,$1.04,"Header, 0.1"" IDC 2X5 for ribbon cable",CON,asp_bom,(n/a),,"has center bump, alt. is cheaper =>",3M,D89110-0101HK,Mouser,,
L-1007-16,3M,D89116-0101HK,(n/a),4,$1.04,"Header, 0.1"" IDC 2X8 for ribbon cable",CON,asp_bom,(n/a),,,,,,,
L-1008-2,Phoenix Contact,19 84 61 7,PT-1.5_2-3.5-H,23,$0.45,"Terminal Block, 3.5mm pitch horizontal (side entry) 2 position",PT-1.5_2-3.5-H,asp_connector,asp_connector,,P/N is 19 84 61 7 but parser chokes,,,,,
L-1008-3,Phoenix Contact,19 84 62 0,PT-1.5_3-3.5-H,,$0.70,"Terminal Block, 3.5mm pitch horizontal (side entry) 3 position",PT-1.5_3-3.5-H,asp_connector,asp_connector,,P/N is 19 84 62 0 but parser chokes,,,,,
L-1009-6,Tag-Connect,TC2030-IDC,Tag-Connect_TC2030-IDC-FP_2x05_P1.27mm_Vertical,0,$0.00,"Header, Tag-Connect 6-pin with grabby legs",TagConnect-6,asp_connector,asp_connector,,This is symbol and footprint but no part!,,,,,
L-1009-10,Tag-Connect,TC2050-IDC,Tag-Connect_TC2050-IDC-FP_2x05_P1.27mm_Vertical,0,$0.00,"Header, Tag-Connect 10-pin with grabby legs",TagConnect-10,asp_connector,asp_connector,,This is symbol and footprint but no part!,,,,,
L-1010-10,3M,D2510-6V0C-AR-WD,HDR-2X5-VS-0p1,10,$2.17,"Header, 0.1"" SMD 2x5 shrouded",CON-HDR-2X5-VS-0p1,asp_connector,asp_connector,,,,,,,
L-1010-14,3M,D2514-6V0C-AR-WD,HDR-2X7-VS-0p1,0,$2.17,"Header, 0.1"" SMD 2x7 shrouded",CON-HDR-2X7-VS-0p1,asp_connector,asp_connector,,,,,,,
L-1010-16,3M,D2516-6V0C-AR-WD,HDR-2X8-VS-0p1,0,$2.41,"Header, 0.1"" SMD 2x8 shrouded",CON-HDR-2X8-VS-0p1,asp_connector,asp_connector,,,,,,,
L-1010-20,3M,D2520-6V0C-AR-WE,HDR-2X10-VS-0p1,0,$2.42,"Header, 0.1"" SMD 2x10 shrouded",CON-HDR-2X10-VS-0p1,asp_connector,asp_connector,,,,,,,
L-1011-6,Tag-Connect,TC2030-IDC,Tag-Connect_TC2030-IDC-NL_2x05_P1.27mm_Vertical,0,$0.00,"Header, Tag-Connect 6-pin no legs",TagConnect-6-NL,asp_connector,asp_connector,,This is symbol and footprint but no part!,,,,,
L-1011-10,Tag-Connect,TC2050-IDC,Tag-Connect_TC2050-IDC-NL_2x05_P1.27mm_Vertical,0,$0.00,"Header, Tag-Connect 10-pin no legs",TagConnect-10-NL,asp_connector,asp_connector,,This is symbol and footprint but no part!,,,,,
M-1000-0,(n/a),(n/a),(n/a),,$0.00,"PCB, Studio Monitor Controller main",PCB,asp_bom,(n/a),,,,,,,
M-1001-0,(n/a),(n/a),(n/a),,$0.00,"PCB, Studio Monitor Controller UI",PCB,asp_bom,(n/a),,,,,,,
M-1002-0,(n/a),(n/a),(n/a),8,$3.00,"PCB, Phono Preamp",PCB,asp_bom,(n/a),,,,,,,
M-1003-0,(n/a),(n/a),(n/a),8,$3.00,"PCB, IR Remote Stereo Volume Control",PCB,asp_bom,(n/a),,,,,,,
M-1004-0,(n/a),(n/a),(n/a),9,$3.00,"PCB, Power Supply +/- 15 +5 +3.3",PCB,asp_bom,(n/a),,,,,,,
M-1005-0,(n/a),(n/a),(n/a),,$0.00,"PCB, Studio Monitor Controller front panel",PCB,asp_bom,(n/a),,,,,,,
M-1006-0,(n/a),(n/a),(n/a),,$0.00,"PCB, Si5344 test board",PCB,asp_bom,(n/a),,,,,,,
M-1007-0,(n/a),(n/a),(n/a),10,$14.50,"PCB, Audio Converter main board",PCB,asp_bom,(n/a),,,,,,,
M-1008-0,(n/a),(n/a),(n/a),6,$3.40,"PCB, Audio Converter front panel",PCB,asp_bom,(n/a),,,,,,,
M-1009-0,(n/a),(n/a),(n/a),,$0.00,"PCB, Digitally-controlled audio compressor",PCB,asp_bom,(n/a),,,,,,,
M-1010-0,(n/a),(n/a),(n/a),,$1.30,"PCB, Linear Quad Power Supply",PCB,asp_bom,(n/a),,,,,,,
M-1011-0,(n/a),(n/a),(n/a),,$0.00,"PCB, Two-Channel Microphone Preamp",PCB,asp_bom,(n/a),,,,,,,
M-1012-0,Seeed Studio,(n/a),(n/a),,$0.00,"PCB, Defectron Digital Delay",PCB,asp_bom,(n/a),,,,,,,
M-1013-0,JLCPCB,M-1013-0,(n/a),,$8.00,"PCB, Defectron Front Panel",PCB,asp_bom,(n/a),,,,,,,
N-1000-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Studio Monitor Controller main analog",PCBA,asp_bom,(n/a),,,,,,,
N-1001-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Studio Monitor Controller UI",PCBA,asp_bom,(n/a),,,,,,,
N-1002-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Phono preamp",PCBA,asp_bom,(n/a),,,,,,,
N-1003-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, IR Remote Stereo Volume Control",PCBA,asp_bom,(n/a),,,,,,,
N-1004-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Power Supply +/- 15 +5 +3.3",PCBA,asp_bom,(n/a),,,,,,,
N-1005-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Studio Monitor Controller front panel",PCBA,asp_bom,(n/a),,,,,,,
N-1006-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Si5344 test board",PCBA,asp_bom,(n/a),,,,,,,
N-1007-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Audio Converter main board",PCBA,asp_bom,(n/a),,,,,,,
N-1008-0,(n/a),(n/a),(n/a),4,$0.00,"PCBA, Audio Converter front panel",PCBA,asp_bom,(n/a),,,,,,,
N-1009-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Digitally-controlled audio compressor",PCBA,asp_bom,(n/a),,,,,,,
N-1010-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Linear Quad Power Supply",PCBA,asp_bom,(n/a),,,,,,,
N-1011-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Two-Channel Microphone Preamp",PCBA,asp_bom,(n/a),,,,,,,
N-1012-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Defectron Digital Delay",PCBA,asp_bom,(n/a),,,,,,,
N-1013-0,(n/a),(n/a),(n/a),,$0.00,"PCBA, Defectron Front Panel",PCBA,asp_bom,(n/a),,,,,,,
O-1000-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, 8051, Studio Monitor Controller main analog board",FW,asp_bom,(n/a),,,,,,,
O-1001-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, 8051, Studio Monitor Controller remote board",FW,asp_bom,(n/a),,,,,,,
O-1002-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, 8051, IR Remote Stereo Volume Control",FW,asp_bom,(n/a),,,,,,,
O-1003-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, 8051, Si5344 test board",FW,asp_bom,(n/a),,,,,,,
O-1004-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, FPGA MachXO2, PCBA N-1007",FW,asp_bom,(n/a),,,,,,,
O-1005-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, Digitally-controlled audio compressor",FW,asp_bom,(n/a),,,,,,,
O-1006-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, EFM8BB10, for PCBA N-1011",FW,asp_bom,(n/a),,,,,,,
O-1007-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, FPGA MachXO2, PCBA N-1012-0",FW,asp_bom,(n/a),,,,,,,
O-1008-0,(n/a),(n/a),(n/a),,$0.00,"Firmware, EFM8UB11, for PCBA N-1012-0",FW,asp_bom,(n/a),,,,,,,
P-1000-10,Assman,H3CCS-1006G,(n/a),,$0.84,"Cable, Ribbon, 10-position 6” 0.1” pin pitch gray (2x5)",CABLE,asp_bom,(n/a),,,,,,,
P-1000-16,Assman,H3CCS-1606G,(n/a),,$0.90,"Cable, Ribbon, 16-position 6” 0.1” pin pitch gray (2x8)",CABLE,asp_bom,(n/a),,,,,,,
P-1000-34,Assman,H3CCS-3406G,(n/a),,$1.00,"Cable, Ribbon, 34-position 6” 0.1” pin pitch gray (2x17)",CABLE,asp_bom,(n/a),,,,,,,
P-1001-6,Sparkfun,CAB-00065,(n/a),5,$3.75,"Cable, Serial DE-9 M/F wired straight 6’",CABLE,asp_bom,(n/a),,,,,,,
Q-1000-0,CUI,EPA160025-P5-SZ,(n/a),,$10.00,"Power supply, 16VAC 250 mA 5.5mm OD 2.1mm ID plug",PS,asp_bom,(n/a),,,,,,,
Q-1001-0,Triad,WAU16-1000,(n/a),1,$11.24,"Power supply, 16VAC 1A 5.5mm OD 2.1mm ID plug",PS,asp_bom,(n/a),,,,,,,
Q-1002-0,Triad,WSU090-3500,(n/a),0,$18.64,"Power supply, 9VDC 3.5A 5.5mm OD 2.1mm ID plug",PS,asp_bom,(n/a),,,,,,,
Q-1003-0,Mean Well,GST40A09-P1J,(n/a),0,$17.70,"Power supply, 9VDC 4.45A 5.5 mm OD 2.1mm ID plug",PS,asp_bom,(n/a),,,,,,,
Q-1004-0,Phihong,PSA-18U-090,(n/a),4,$0.00,"Power supply, 9VDC 2A 5.5 mm OD 2.1mm ID plug",PS,asp_bom,(n/a),,obsolete,,,,,
R-1000-10,3M,3365/10,(n/a),,$0.30,"Wire, Ribbon cable, 10-conductor, grey with red, cut to 12”",WIRE,asp_bom,(n/a),,,,,,,
R-1000-16,3M,3365/16,(n/a),10,$0.60,"Wire, Ribbon cable, 16-conductor, grey with red, cut to 12”",WIRE,asp_bom,(n/a),,,,,,,
R-1001-180,Sparkfun,CAB-10647,(n/a),180,$4.95,"Wire, Ribbon cable, 10-conductor, rainbow, 15’ length",WIRE,asp_bom,(n/a),,,,,,,
